Region,SiteID,Year,grp_6
Bristol Bay,accs_akbb-011,2015,1
Bristol Bay,accs_akbb-011,2016,2
Bristol Bay,accs_akbb-011,2017,1
Bristol Bay,accs_akbb-011,2018,2
Bristol Bay,accs_akbb-011,2019,3
Bristol Bay,accs_akbb-020,2016,4
Bristol Bay,accs_akbb-020,2017,4
Bristol Bay,accs_akbb-020,2018,3
Bristol Bay,accs_akbb-020,2019,5
Bristol Bay,accs_akbb-028,2015,3
Bristol Bay,accs_akbb-028,2016,2
Bristol Bay,accs_akbb-028,2017,2
Bristol Bay,accs_akbb-028,2018,1
Bristol Bay,accs_akbb-028,2019,3
Bristol Bay,accs_akbb-029,2015,3
Bristol Bay,accs_akbb-029,2016,2
Bristol Bay,accs_akbb-029,2017,2
Bristol Bay,accs_akbb-029,2018,2
Bristol Bay,accs_akbb-029,2019,4
Bristol Bay,accs_akbb-040,2016,2
Bristol Bay,accs_akbb-040,2017,3
Bristol Bay,accs_akbb-040,2018,1
Bristol Bay,accs_akbb-040,2019,3
Bristol Bay,accs_ilbig01,2018,1
Bristol Bay,accs_iltaz02,2016,2
Bristol Bay,accs_iltaz02,2017,4
Bristol Bay,accs_iltaz02,2018,1
Bristol Bay,accs_iltaz02,2019,4
Bristol Bay,accs_iltnr19,2013,3
Bristol Bay,accs_iltnr19,2014,3
Bristol Bay,accs_iltnr19,2015,3
Bristol Bay,accs_iltnr19,2016,2
Bristol Bay,accs_iltnr19,2017,2
Bristol Bay,accs_iltnr19,2018,3
Bristol Bay,accs_iltnr19,2019,3
Bristol Bay,accs_mubon10,2015,3
Bristol Bay,accs_mubon10,2016,1
Bristol Bay,accs_mubon10,2019,3
Bristol Bay,accs_muekm23,2013,3
Bristol Bay,accs_muekm23,2014,3
Bristol Bay,accs_muekm23,2015,3
Bristol Bay,accs_muekm23,2016,3
Bristol Bay,accs_muekm23,2017,3
Bristol Bay,accs_muekm23,2018,3
Bristol Bay,accs_muekm23,2019,3
Bristol Bay,accs_musfk01,2016,4
Bristol Bay,accs_musfk01,2017,3
Bristol Bay,accs_musfk01,2018,3
Bristol Bay,accs_musfk01,2019,3
Bristol Bay,accs_mussm15,2013,3
Bristol Bay,accs_mussm15,2014,3
Bristol Bay,accs_mussm15,2015,3
Bristol Bay,accs_mussm15,2016,4
Bristol Bay,accs_mussm15,2017,3
Bristol Bay,accs_mussm15,2018,3
Bristol Bay,accs_mussm15,2019,3
Bristol Bay,accs_mustu17,2015,3
Bristol Bay,accs_mustu17,2016,4
Bristol Bay,accs_mustu17,2017,3
Bristol Bay,accs_mustu17,2018,3
Bristol Bay,accs_mustu17,2019,4
Bristol Bay,accs_mutsk02,2013,3
Bristol Bay,accs_mutsk02,2014,3
Bristol Bay,accs_mutsk02,2015,3
Bristol Bay,accs_mutsk02,2016,3
Bristol Bay,accs_mutsk02,2017,3
Bristol Bay,accs_mutsk02,2018,3
Bristol Bay,accs_mutsk02,2019,3
Bristol Bay,accs_mutsk09,2013,3
Bristol Bay,accs_mutsk09,2014,3
Bristol Bay,accs_mutsk09,2015,3
Bristol Bay,accs_mutsk09,2016,3
Bristol Bay,accs_mutsk09,2017,3
Bristol Bay,accs_mutsk09,2018,3
Bristol Bay,accs_mutsk09,2019,3
Kodiak,kdk_ayarv01,2016,4
Kodiak,kdk_ayarv01,2017,4
Kodiak,kdk_ayarv01,2018,3
Kodiak,kdk_ayarv01,2020,4
Kodiak,kdk_busrv01,2016,4
Kodiak,kdk_busrv01,2017,2
Kodiak,kdk_busrv01,2018,2
Kodiak,kdk_doscr01,2015,4
Kodiak,kdk_doscr01,2016,2
Kodiak,kdk_doscr01,2017,3
Kodiak,kdk_doscr01,2018,3
Kodiak,kdk_doscr01,2019,4
Kodiak,kdk_doscr02,2015,4
Kodiak,kdk_doscr02,2017,3
Kodiak,kdk_doscr02,2018,3
Kodiak,kdk_doscr02,2019,4
Kodiak,kdk_karrv01,2015,4
Kodiak,kdk_karrv01,2016,4
Kodiak,kdk_karrv01,2017,4
Kodiak,kdk_karrv01,2018,4
Kodiak,kdk_karrv01,2019,5
Kodiak,kdk_karrv01,2020,3
Kodiak,kdk_olgcr01a,2016,4
Kodiak,kdk_olgcr01a,2017,4
Kodiak,kdk_olgcr01a,2019,5
Kodiak,kdk_olgcr01a,2020,4
Cook Inlet,apu10,2015,3
Cook Inlet,apu11,2015,3
Cook Inlet,apu12,2015,3
Cook Inlet,apu5,2015,3
Cook Inlet,ar2,2006,3
Cook Inlet,ar2,2007,3
Cook Inlet,cik1,2005,3
Cook Inlet,cik1,2006,3
Cook Inlet,cik1,2007,3
Cook Inlet,cik2,2005,3
Cook Inlet,cik3,2005,1
Cook Inlet,cik3,2006,1
Cook Inlet,cik3,2007,1
Cook Inlet,cik4,2005,4
Cook Inlet,cik4,2006,2
Cook Inlet,cik4,2007,1
Cook Inlet,cik6,2005,3
Cook Inlet,pj mid,2012,6
Cook Inlet,star 171 lower,2012,6
Cook Inlet,star 171 upper,2012,3
Bristol Bay,cik_ben courtney creek,2017,4
Bristol Bay,cik_big creek,2014,1
Bristol Bay,cik_big creek,2015,6
Bristol Bay,cik_copper river,2017,4
Bristol Bay,cik_copper river,2018,3
Bristol Bay,cik_gibraltar river,2017,2
Bristol Bay,cik_gibraltar river,2018,1
Bristol Bay,cik_napotoli creek,2014,1
Bristol Bay,cik_napotoli creek,2015,3
Bristol Bay,cik_napotoli creek,2016,2
Bristol Bay,cik_napotoli creek,2017,1
Bristol Bay,cik_napotoli creek,2018,2
Bristol Bay,cik_napotoli creek,2019,3
Bristol Bay,cik_neilson creek,2014,1
Bristol Bay,cik_neilson creek,2015,6
Bristol Bay,cik_panaruqak creek,2015,3
Bristol Bay,cik_panaruqak creek,2017,2
Bristol Bay,cik_roadhouse creek,2018,3
Bristol Bay,cik_silver salmon creek,2014,3
Bristol Bay,cik_silver salmon creek,2015,3
Bristol Bay,cik_silver salmon creek,2016,4
Bristol Bay,cik_silver salmon creek,2017,3
Bristol Bay,cik_silver salmon creek,2018,3
Bristol Bay,cik_sivanguq creek,2014,4
Bristol Bay,cik_sivanguq creek,2015,4
Bristol Bay,cik_sivanguq creek,2016,4
Bristol Bay,cik_sivanguq creek,2017,3
Bristol Bay,cik_squaw creek,2014,2
Bristol Bay,cik_squaw creek,2015,3
Bristol Bay,cik_tunravik creek,2014,2
Bristol Bay,cik_yellow creek,2015,4
Bristol Bay,cik_yellow creek,2016,4
Bristol Bay,cik_yellow creek,2017,2
Bristol Bay,cik_yellow creek,2018,3
Bristol Bay,cik_yellow creek,2019,5
Cook Inlet,cik_0,2009,6
Cook Inlet,cik_0,2010,6
Cook Inlet,cik_0,2011,6
Cook Inlet,cik_0,2012,6
Cook Inlet,cik_1,2008,2
Cook Inlet,cik_1,2009,2
Cook Inlet,cik_1,2010,1
Cook Inlet,cik_1,2011,1
Cook Inlet,cik_10,2008,1
Cook Inlet,cik_10,2009,2
Cook Inlet,cik_10,2010,2
Cook Inlet,cik_10,2011,2
Cook Inlet,cik_10,2012,3
Cook Inlet,cik_10,2019,4
Cook Inlet,cik_11,2008,2
Cook Inlet,cik_11,2009,3
Cook Inlet,cik_11,2010,2
Cook Inlet,cik_11,2011,2
Cook Inlet,cik_11,2012,3
Cook Inlet,cik_11,2014,4
Cook Inlet,cik_11,2015,3
Cook Inlet,cik_11,2019,4
Cook Inlet,cik_12,2008,1
Cook Inlet,cik_12,2009,2
Cook Inlet,cik_12,2010,2
Cook Inlet,cik_12,2011,2
Cook Inlet,cik_12,2012,3
Cook Inlet,cik_12,2014,2
Cook Inlet,cik_12,2015,3
Cook Inlet,cik_13,2008,3
Cook Inlet,cik_13,2009,4
Cook Inlet,cik_13,2010,4
Cook Inlet,cik_13,2011,4
Cook Inlet,cik_13,2014,4
Cook Inlet,cik_13,2015,5
Cook Inlet,cik_14,2004,4
Cook Inlet,cik_14,2005,4
Cook Inlet,cik_14,2006,3
Cook Inlet,cik_14,2007,3
Cook Inlet,cik_14,2008,3
Cook Inlet,cik_14,2009,3
Cook Inlet,cik_14,2010,2
Cook Inlet,cik_14,2011,3
Cook Inlet,cik_14,2012,3
Cook Inlet,cik_14,2013,3
Cook Inlet,cik_14,2014,3
Cook Inlet,cik_14,2015,3
Cook Inlet,cik_14,2016,4
Cook Inlet,cik_14,2017,3
Cook Inlet,cik_14,2018,3
Cook Inlet,cik_14,2019,5
Cook Inlet,cik_15,2004,4
Cook Inlet,cik_15,2005,4
Cook Inlet,cik_15,2006,3
Cook Inlet,cik_15,2007,4
Cook Inlet,cik_15,2008,1
Cook Inlet,cik_15,2009,3
Cook Inlet,cik_15,2011,3
Cook Inlet,cik_16,2009,1
Cook Inlet,cik_16,2010,1
Cook Inlet,cik_16,2011,1
Cook Inlet,cik_16,2012,1
Cook Inlet,cik_17,2008,2
Cook Inlet,cik_17,2009,4
Cook Inlet,cik_17,2010,4
Cook Inlet,cik_17,2011,4
Cook Inlet,cik_17,2012,3
Cook Inlet,cik_18,2009,4
Cook Inlet,cik_18,2010,1
Cook Inlet,cik_18,2011,4
Cook Inlet,cik_18,2012,1
Cook Inlet,cik_19,2009,2
Cook Inlet,cik_19,2010,1
Cook Inlet,cik_19,2011,1
Cook Inlet,cik_19,2012,1
Cook Inlet,cik_2,2008,1
Cook Inlet,cik_2,2009,1
Cook Inlet,cik_2,2010,1
Cook Inlet,cik_20,2008,1
Cook Inlet,cik_20,2009,3
Cook Inlet,cik_20,2010,1
Cook Inlet,cik_20,2011,3
Cook Inlet,cik_20,2012,3
Cook Inlet,cik_21,2008,1
Cook Inlet,cik_21,2009,2
Cook Inlet,cik_21,2010,1
Cook Inlet,cik_21,2011,1
Cook Inlet,cik_21,2012,2
Cook Inlet,cik_22,2009,1
Cook Inlet,cik_22,2010,1
Cook Inlet,cik_23,2008,1
Cook Inlet,cik_23,2009,2
Cook Inlet,cik_23,2010,1
Cook Inlet,cik_23,2011,1
Cook Inlet,cik_23,2012,1
Cook Inlet,cik_23,2014,2
Cook Inlet,cik_23,2015,3
Cook Inlet,cik_23,2019,3
Cook Inlet,cik_24,2009,3
Cook Inlet,cik_24,2010,4
Cook Inlet,cik_24,2011,4
Cook Inlet,cik_24,2012,3
Cook Inlet,cik_25,2008,2
Cook Inlet,cik_25,2010,3
Cook Inlet,cik_25,2012,3
Cook Inlet,cik_26,2009,5
Cook Inlet,cik_26,2010,3
Cook Inlet,cik_26,2011,4
Cook Inlet,cik_26,2012,3
Cook Inlet,cik_27,2008,3
Cook Inlet,cik_27,2009,4
Cook Inlet,cik_27,2010,3
Cook Inlet,cik_27,2011,4
Cook Inlet,cik_28,2009,5
Cook Inlet,cik_28,2010,3
Cook Inlet,cik_28,2014,4
Cook Inlet,cik_28,2016,5
Cook Inlet,cik_28,2017,4
Cook Inlet,cik_29,2008,4
Cook Inlet,cik_29,2009,4
Cook Inlet,cik_29,2010,4
Cook Inlet,cik_29,2012,3
Cook Inlet,cik_3,2008,2
Cook Inlet,cik_3,2009,2
Cook Inlet,cik_3,2010,2
Cook Inlet,cik_3,2011,2
Cook Inlet,cik_3,2013,2
Cook Inlet,cik_3,2014,2
Cook Inlet,cik_3,2015,2
Cook Inlet,cik_3,2016,4
Cook Inlet,cik_3,2017,1
Cook Inlet,cik_3,2018,4
Cook Inlet,cik_3,2019,4
Cook Inlet,cik_30,2008,2
Cook Inlet,cik_30,2009,3
Cook Inlet,cik_30,2010,2
Cook Inlet,cik_30,2011,2
Cook Inlet,cik_30,2012,1
Cook Inlet,cik_30,2013,3
Cook Inlet,cik_30,2014,2
Cook Inlet,cik_30,2015,3
Cook Inlet,cik_30,2016,3
Cook Inlet,cik_30,2017,2
Cook Inlet,cik_30,2018,1
Cook Inlet,cik_30,2019,5
Cook Inlet,cik_31,2008,4
Cook Inlet,cik_31,2009,4
Cook Inlet,cik_31,2010,4
Cook Inlet,cik_31,2011,4
Cook Inlet,cik_31,2012,3
Cook Inlet,cik_32,2009,5
Cook Inlet,cik_32,2010,3
Cook Inlet,cik_32,2011,4
Cook Inlet,cik_33,2008,2
Cook Inlet,cik_33,2009,3
Cook Inlet,cik_33,2010,2
Cook Inlet,cik_33,2011,2
Cook Inlet,cik_34,2009,3
Cook Inlet,cik_34,2011,1
Cook Inlet,cik_35,2008,2
Cook Inlet,cik_35,2009,2
Cook Inlet,cik_35,2010,2
Cook Inlet,cik_35,2011,2
Cook Inlet,cik_35,2012,2
Cook Inlet,cik_35,2013,2
Cook Inlet,cik_35,2014,2
Cook Inlet,cik_35,2015,2
Cook Inlet,cik_35,2016,2
Cook Inlet,cik_35,2017,2
Cook Inlet,cik_35,2018,2
Cook Inlet,cik_35,2019,2
Cook Inlet,cik_36,2008,2
Cook Inlet,cik_36,2009,3
Cook Inlet,cik_36,2010,3
Cook Inlet,cik_36,2011,2
Cook Inlet,cik_37,2008,2
Cook Inlet,cik_37,2009,1
Cook Inlet,cik_37,2010,1
Cook Inlet,cik_37,2011,1
Cook Inlet,cik_38,2008,4
Cook Inlet,cik_38,2009,4
Cook Inlet,cik_38,2011,4
Cook Inlet,cik_38,2012,4
Cook Inlet,cik_38,2013,5
Cook Inlet,cik_38,2014,4
Cook Inlet,cik_38,2015,5
Cook Inlet,cik_38,2016,4
Cook Inlet,cik_38,2017,4
Cook Inlet,cik_38,2018,4
Cook Inlet,cik_38,2019,5
Cook Inlet,cik_39,2008,2
Cook Inlet,cik_39,2009,3
Cook Inlet,cik_39,2010,2
Cook Inlet,cik_39,2011,3
Cook Inlet,cik_39,2012,3
Cook Inlet,cik_4,2008,2
Cook Inlet,cik_4,2009,2
Cook Inlet,cik_4,2010,2
Cook Inlet,cik_4,2012,1
Cook Inlet,cik_4,2013,2
Cook Inlet,cik_4,2014,2
Cook Inlet,cik_4,2015,3
Cook Inlet,cik_4,2016,3
Cook Inlet,cik_4,2017,2
Cook Inlet,cik_4,2018,2
Cook Inlet,cik_4,2019,4
Cook Inlet,cik_40,2008,3
Cook Inlet,cik_40,2009,5
Cook Inlet,cik_40,2010,3
Cook Inlet,cik_40,2011,3
Cook Inlet,cik_40,2012,3
Cook Inlet,cik_41,2008,1
Cook Inlet,cik_41,2009,3
Cook Inlet,cik_41,2010,1
Cook Inlet,cik_41,2012,1
Cook Inlet,cik_42,2009,5
Cook Inlet,cik_42,2010,3
Cook Inlet,cik_43,2008,1
Cook Inlet,cik_43,2009,3
Cook Inlet,cik_43,2011,3
Cook Inlet,cik_43,2012,3
Cook Inlet,cik_44,2009,4
Cook Inlet,cik_45,2011,3
Cook Inlet,cik_46,2010,2
Cook Inlet,cik_46,2011,2
Cook Inlet,cik_47,2009,3
Cook Inlet,cik_47,2010,1
Cook Inlet,cik_48,2011,1
Cook Inlet,cik_5,2008,1
Cook Inlet,cik_5,2009,3
Cook Inlet,cik_5,2010,2
Cook Inlet,cik_5,2011,2
Cook Inlet,cik_5,2012,3
Cook Inlet,cik_5,2014,4
Cook Inlet,cik_5,2015,3
Cook Inlet,cik_6,2003,4
Cook Inlet,cik_6,2004,4
Cook Inlet,cik_6,2005,4
Cook Inlet,cik_6,2006,2
Cook Inlet,cik_6,2007,3
Cook Inlet,cik_6,2008,2
Cook Inlet,cik_6,2009,3
Cook Inlet,cik_6,2010,2
Cook Inlet,cik_6,2011,3
Cook Inlet,cik_6,2013,4
Cook Inlet,cik_6,2014,3
Cook Inlet,cik_6,2015,3
Cook Inlet,cik_6,2016,4
Cook Inlet,cik_6,2017,3
Cook Inlet,cik_6,2018,3
Cook Inlet,cik_6,2019,5
Cook Inlet,cik_7,2008,4
Cook Inlet,cik_7,2009,4
Cook Inlet,cik_7,2010,4
Cook Inlet,cik_7,2011,4
Cook Inlet,cik_8,2004,4
Cook Inlet,cik_8,2005,4
Cook Inlet,cik_8,2006,2
Cook Inlet,cik_8,2007,3
Cook Inlet,cik_8,2008,3
Cook Inlet,cik_8,2009,3
Cook Inlet,cik_8,2010,2
Cook Inlet,cik_8,2011,2
Cook Inlet,cik_8,2012,3
Cook Inlet,cik_8,2013,4
Cook Inlet,cik_8,2014,3
Cook Inlet,cik_8,2015,3
Cook Inlet,cik_8,2016,4
Cook Inlet,cik_8,2017,2
Cook Inlet,cik_8,2018,3
Cook Inlet,cik_8,2019,5
Cook Inlet,cik_9,2008,2
Cook Inlet,cik_9,2009,2
Cook Inlet,cik_9,2010,2
Cook Inlet,cik_9,2011,2
Cook Inlet,cik_9,2012,3
Cook Inlet,cik_9,2014,2
Cook Inlet,cik_9,2015,3
Cook Inlet,cik_9,2019,4
Cook Inlet,deshka 1 downstream,2017,4
Cook Inlet,deshka 1 downstream,2018,5
Cook Inlet,deshka 1 downstream,2019,5
Cook Inlet,deshka 3 tributary,2017,4
Cook Inlet,deshka 3 tributary,2018,4
Cook Inlet,deshka 3 tributary,2019,5
Cook Inlet,deshka 4 tributary,2017,4
Cook Inlet,deshka 4 tributary,2018,4
Cook Inlet,deshka 4 tributary,2019,5
Cook Inlet,deshka 4 upstream,2017,4
Cook Inlet,deshka 4 upstream,2018,4
Cook Inlet,deshka 4 upstream,2019,5
Cook Inlet,kroto 1 tributary,2017,3
Cook Inlet,kroto 1 tributary,2018,3
Cook Inlet,kroto 1 tributary,2019,4
Cook Inlet,kroto 2 upstream,2017,4
Cook Inlet,kroto 2 upstream,2018,4
Cook Inlet,kroto 2 upstream,2019,5
Cook Inlet,kroto 3 tributary,2017,4
Cook Inlet,kroto 3 tributary,2018,3
Cook Inlet,kroto 3 tributary,2019,5
Cook Inlet,kroto 8 upstream,2017,4
Cook Inlet,kroto 8 upstream,2018,4
Cook Inlet,kroto 8 upstream,2019,5
Cook Inlet,moose 2 tributary,2017,2
Cook Inlet,moose 2 tributary,2018,3
Cook Inlet,moose 2 tributary,2019,4
Cook Inlet,moose 2 upstream,2017,4
Cook Inlet,moose 2 upstream,2018,3
Cook Inlet,moose 2 upstream,2019,5
Cook Inlet,moose 8 tributary,2017,4
Cook Inlet,moose 8 tributary,2018,4
Cook Inlet,moose 8 tributary,2019,5
Cook Inlet,moose 8 upstream,2017,4
Cook Inlet,moose 8 upstream,2018,4
Cook Inlet,moose 8 upstream,2019,5
Bristol Bay,fws_580223156504200,2015,2
Bristol Bay,fws_580223156504200,2016,1
Bristol Bay,fws_580223156504200,2017,1
Bristol Bay,fws_580223156504200,2018,2
Bristol Bay,fws_gelo,2003,4
Bristol Bay,fws_gelo,2004,5
Bristol Bay,fws_gelo,2005,4
Bristol Bay,fws_gelo,2006,3
Bristol Bay,fws_gelo,2007,4
Bristol Bay,fws_gelo,2008,3
Bristol Bay,fws_gelo,2009,3
Bristol Bay,fws_gelo,2011,1
Bristol Bay,fws_gelo,2012,1
Bristol Bay,fws_gelo,2013,3
Bristol Bay,fws_kulr,2002,3
Bristol Bay,fws_kulr,2003,3
Bristol Bay,fws_kulr,2006,3
Bristol Bay,fws_kulr,2007,1
Bristol Bay,fws_kulr,2008,3
Bristol Bay,fws_kulr,2011,1
Bristol Bay,fws_kulr,2012,1
Bristol Bay,fws_kulr,2013,3
Bristol Bay,fws_kulr,2014,3
Bristol Bay,fws_kulr,2015,2
Bristol Bay,fws_kulr,2016,2
Bristol Bay,fws_kulr,2017,3
Bristol Bay,fws_kulr,2018,2
Bristol Bay,fws_malr,2003,3
Bristol Bay,fws_malr,2006,3
Bristol Bay,fws_nclo,2003,4
Bristol Bay,fws_nclo,2004,5
Bristol Bay,fws_nclo,2005,4
Bristol Bay,fws_nclo,2006,4
Bristol Bay,fws_nclo,2007,4
Bristol Bay,fws_nclo,2008,3
Bristol Bay,fws_nclo,2009,3
Bristol Bay,fws_nclo,2010,2
Bristol Bay,fws_nclo,2011,1
Bristol Bay,fws_nclo,2012,2
Bristol Bay,fws_nclo,2013,3
Bristol Bay,fws_nclo,2014,4
Bristol Bay,fws_nclo,2015,4
Bristol Bay,fws_nclo,2016,4
Bristol Bay,fws_nclo,2017,4
Bristol Bay,fws_nclo,2018,2
Bristol Bay,fws_nclo,2019,5
Bristol Bay,fws_newhalen river,2009,1
Bristol Bay,fws_newhalen river,2010,1
Bristol Bay,fws_newhalen river,2011,1
Bristol Bay,fws_newhalen river,2012,1
Bristol Bay,fws_newhalen river,2013,1
Bristol Bay,fws_newhalen river,2014,1
Bristol Bay,fws_newhalen river,2015,1
Bristol Bay,fws_newhalen river,2016,1
Bristol Bay,fws_newhalen river,2017,2
Bristol Bay,fws_newhalen river,2018,1
Bristol Bay,fws_oslr,2002,3
Bristol Bay,fws_oslr,2003,3
Bristol Bay,fws_oslr,2005,4
Bristol Bay,fws_oslr2,2010,1
Bristol Bay,fws_oslr2,2011,1
Bristol Bay,fws_oslr2,2012,3
Bristol Bay,fws_oslr2,2013,3
Bristol Bay,fws_oslr2,2017,3
Bristol Bay,fws_oslr2,2018,2
Bristol Bay,fws_pulo,2003,4
Bristol Bay,fws_pulo,2004,4
Bristol Bay,fws_pulo,2005,4
Bristol Bay,fws_pulo,2006,3
Bristol Bay,fws_pulo,2007,4
Bristol Bay,fws_pulo,2008,4
Bristol Bay,fws_pulo,2009,3
Bristol Bay,fws_pulo,2012,1
Bristol Bay,fws_pulo,2014,4
Bristol Bay,fws_pulo,2015,4
Bristol Bay,fws_pulo,2016,4
Bristol Bay,fws_pulo,2017,4
Bristol Bay,fws_pulo,2018,2
Bristol Bay,fws_pulo,2019,5
Bristol Bay,fws_pulr,2003,3
Bristol Bay,fws_pulr,2004,3
Bristol Bay,fws_pulr,2005,4
Bristol Bay,fws_pulr,2008,3
Bristol Bay,fws_pulr,2009,2
Bristol Bay,fws_pulr,2010,1
Bristol Bay,fws_pulr,2011,1
Bristol Bay,fws_pulr,2012,2
Bristol Bay,fws_pulr,2013,3
Bristol Bay,fws_pulr,2014,3
Bristol Bay,fws_pulr,2015,3
Bristol Bay,fws_pulr,2019,3
Bristol Bay,fws_sllr,2005,3
Bristol Bay,fws_sllr,2006,3
Bristol Bay,fws_sllr,2007,3
Bristol Bay,fws_sllr,2008,3
Bristol Bay,fws_sllr,2011,1
Bristol Bay,fws_sllr,2014,3
Bristol Bay,fws_sllr,2015,3
Bristol Bay,fws_sllr,2016,4
Bristol Bay,fws_sllr,2017,3
Bristol Bay,fws_sllr,2018,3
Bristol Bay,fws_tolo,2003,3
Bristol Bay,fws_tolo,2004,3
Bristol Bay,fws_tolo,2005,3
Bristol Bay,fws_tolo,2006,3
Bristol Bay,fws_tolo,2010,1
Bristol Bay,fws_tolo,2011,1
Bristol Bay,fws_tolo,2012,1
Bristol Bay,fws_tolo,2013,3
Bristol Bay,fws_tolo,2014,3
Bristol Bay,fws_tolo,2015,3
Bristol Bay,fws_tolo,2016,3
Bristol Bay,fws_tolo,2017,3
Bristol Bay,fws_tolo,2018,1
Bristol Bay,fws_tolr,2003,1
Bristol Bay,fws_tolr,2004,3
Bristol Bay,fws_tolr,2005,1
Bristol Bay,fws_tolr,2006,1
Bristol Bay,fws_tolr,2007,1
Bristol Bay,fws_tolr,2010,2
